,Ticker,Name,Last Sale,Net Change,% Change,Market Cap
5755,VSEEW,"VSee Health, Inc. Warrant",$0.0386,-0.0062,-13.839%,"1,419,562"
5756,WTO,UTime Limited Class A Ordinary Shares,$0.7299,-0.3701,-33.645%,"1,419,000"
5757,EZGO,EZGO Technologies Ltd. Ordinary Shares,$1.60,-0.04,-2.439%,"1,415,592"
5758,OSRHW,"OSR Holdings, Inc. Warrant",$0.0551,-0.0049,-8.167%,"1,414,571"
5759,ABLVW,Able View Global Inc. Warrant,$0.0284,-0.0045,-13.678%,"1,402,674"
5760,ORIS,Oriental Rise Holdings Limited Ordinary Shares,$1.27,0.02,1.60%,"1,397,794"
5761,BIAFW,"bioAffinity Technologies, Inc. Warrant",$0.31,UNCH,--,"1,394,600"
5762,MNDR,Mobile-health Network Solutions Class A Ordinary Shares,$0.96,-0.06,-5.882%,"1,371,638"
5763,HOLOW,MicroCloud Hologram Inc. Warrant,$0.0913,-0.0382,-29.498%,"1,329,996"
5764,DRCT,"Direct Digital Holdings, Inc. Class A Common Stock",$1.76,-0.11,-5.882%,"1,320,431"
5765,DTSTW,Data Storage Corporation Warrant,$0.175,0.0001,0.057%,"1,312,213"
5766,PRFX,PRF Technologies Ltd. Ordinary Shares,$0.6475,-0.0323,-4.751%,"1,303,509"
5767,SWAGW,"Stran & Company, Inc. Warrant",$0.0707,0.0006,0.856%,"1,292,973"
5768,SCLXW,Scilex Holding Company Warrant,$0.1518,0.0144,10.48%,"1,288,974"
5769,BTBDW,"BT Brands, Inc. Warrant",$0.1555,0.0055,3.667%,"1,219,853"
5770,DCX,Digital Currency X Technology Inc. Class A Ordinary Shares,$3.27,0.47,16.786%,"1,194,672"
5771,NRXPW,"NRX Pharmaceuticals, Inc. Warrant",$0.0401,-0.0098,-19.639%,"1,187,167"
5772,UK,Ucommune International Ltd Ordinary Shares,$0.5569,-0.081,-12.698%,"1,180,557"
5773,AIMDW,"Ainos, Inc. Warrants",$0.165,-0.01,-5.714%,"1,152,141"
5774,LGHL,Lion Group Holding Ltd. American Depositary Share,$1.20,-0.1801,-13.05%,"1,144,436"
5775,IVDAW,"Iveda Solutions, Inc. Warrant",$0.10,UNCH,--,"1,131,452"
5776,TANH,Tantech Holdings Ltd. Class A Common Shares,$0.829,-0.0085,-1.015%,"1,126,063"
5777,COCHW,"Envoy Medical, Inc Warrant",$0.0389,UNCH,--,"1,125,570"
5778,INVZW,Innoviz Technologies Ltd. Warrant,$0.0055,-0.0001,-1.786%,"1,107,261"
5779,AREB,"American Rebel Holdings, Inc. Common Stock",$1.30,-0.25,-16.129%,"1,106,167"
5780,UOKA,MDJM LTD Class A Ordinary Shares,$1.02,-0.30,-22.727%,"1,090,060"
5781,KUST,"Kustom Entertainment, Inc. Common Stock",$1.34,-0.19,-12.418%,"1,073,348"
5782,MAPSW,"WM Technology, Inc. Warrants",$0.0067,-0.0001,-1.471%,"1,053,352"
5783,BRLSW,Borealis Foods Inc. Warrant,$0.0475,UNCH,--,"1,019,507"
5784,MYPSW,"PLAYSTUDIOS, Inc. Warrant",$0.0078,0.0016,25.806%,"983,611"
5785,FOXXW,Foxx Development Holdings Inc. Warrant,$0.1389,UNCH,--,"955,148"
5786,CXAIW,CXApp Inc. Warrant,$0.0292,-0.0023,-7.302%,"931,361"
5787,RAYA,Erayak Power Solution Group Inc. Class A Ordinary Shares,$1.04,-0.15,-12.605%,"930,770"
5788,OXBRW,Oxbridge Re Holdings Limited Warrant expiring 3/26/2029,$0.12,-0.009,-6.977%,"921,135"
5789,QH,Quhuo Limited American Depository Shares,$0.8321,-0.0679,-7.544%,"921,131"
5790,KXIN,Kaixin Holdings Ordinary Shares,$0.9247,-0.0853,-8.446%,"874,095"
5791,PAVS,Paranovus Entertainment Technology Ltd. Class A Ordinary Shares,$1.22,-0.11,-8.271%,"870,311"
5792,JSPRW,"Japer Therapeutics, Inc. Warrants",$0.03,-0.0012,-3.846%,"839,521"
5793,XBPEW,"XBP Europe Holdings, Inc. Warrant",$0.07,0.0049,7.527%,"822,612"
5794,SGN,"Signing Day Sports, Inc. Common Stock",$0.1842,-0.0129,-6.545%,"779,678"
5795,STSSW,Sharps Technology Inc. Warrant,$0.0263,0.0007,2.734%,"762,579"
5796,BFRIW,Biofrontera Inc. Warrants,$0.063,0.013,26.00%,"733,844"
5797,SVRE,SaverOne 2014 Ltd. American Depositary Shares,$0.7711,0.0223,2.978%,"697,553"
5798,ORGNW,"Origin Materials, Inc. Warrants",$0.0041,-0.0008,-16.327%,"636,387"
5799,BZFDW,"BuzzFeed, Inc. Warrant",$0.0164,-0.003,-15.464%,"610,209"
5800,CINGW,Cingulate Inc. Warrants,$0.08,0.0006,0.756%,"595,703"
5801,WGSWW,GeneDx Holdings Corp. Warrant,$0.0188,0.0002,1.075%,"543,406"
5802,ONFOW,Onfolio Holdings Inc. Warrant,$0.0842,-0.0002,-0.237%,"494,099"
5803,KIDZW,"Classover Holdings, Inc. Warrants",$0.0165,0.0023,16.197%,"462,471"
5804,RMSGW,Real Messenger Corporation Warrants,$0.0439,0.0013,3.052%,"420,179"
5805,SMXWW,SMX (Security Matters) Public Limited Company Warrant,$0.0473,-0.0068,-12.569%,"411,526"
5806,DFLIW,Dragonfly Energy Holdings Corp. Warrant,$0.0325,-0.0097,-22.986%,"392,558"
5807,NIXXW,"Nixxy, Inc. Warrant",$0.015,-0.005,-25.00%,"373,134"
5808,ADTX,"Aditxt, Inc. Common Stock",$0.66,-0.0603,-8.372%,"369,233"
5809,BCTXZ,BriaCell Therapeutics Corp. Warrant expiring 2030,$0.192,0.0025,1.319%,"361,710"
5810,HSCSW,HeartSciences Inc. Warrant,$0.105,UNCH,--,"333,712"
5811,KTTAW,Pasithea Therapeutics Corp. Warrant,$0.0142,0.0001,0.709%,"327,893"
5812,LUCYW,"Innovative Eyewear, Inc. Series A Warrants 8/16/27",$0.06,-0.0143,-19.246%,"321,011"
5813,CELUW,Celularity Inc. Warrant,$0.01,0.002,25.00%,"288,378"
5814,GDEVW,GDEV Inc. Warrant,$0.0156,-0.0032,-17.021%,"282,829"
5815,LRHC,La Rosa Holdings Corp. Common Stock,$1.74,-0.27,-13.433%,"282,807"
5816,PRENW,Prenetics Global Limited Warrant,$0.021,-0.0088,-29.53%,"273,714"
5817,NCPLW,Netcapital Inc. Warrants,$0.0324,-0.002,-5.814%,"254,272"
5818,SRZNW,"Surrozen, Inc. Warrant",$0.0274,0.0035,14.644%,"234,857"
5819,MYSEW,"Myseum, Inc. Series A Warrant",$0.0463,UNCH,--,"197,438"
5820,BNZIW,"Banzai International, Inc. Warrant",$0.016,UNCH,--,"190,693"
5821,BENFW,Beneficient Warrant,$0.0116,0.0001,0.87%,"161,565"
5822,GIBOW,GIBO Holdings Limited Warrants,$0.0363,UNCH,--,"136,319"
5823,LNZAW,"LanzaTech Global, Inc. Warrant",$0.0132,-0.0001,-0.752%,"133,076"
5824,ANGHW,Anghami Inc. Warrants,$0.014,UNCH,--,"126,908"
5825,CYCUW,"Cycurion, Inc. Warrant",$0.03,-0.0002,-0.662%,"125,646"
5826,SHFSW,"SHF Holdings, Inc. Warrants",$0.0379,-0.0021,-5.25%,"116,773"
5827,GGROW,Gogoro Inc. Warrant,$0.0078,-0.0016,-17.021%,"115,079"
5828,SLXNW,Silexion Therapeutics Corp Warrant,$0.035,-0.0001,-0.285%,"109,432"
5829,LTRYW,"Lottery.com, Inc. Warrants",$0.0091,-0.0005,-5.208%,"106,113"
5830,TNONW,"Tenon Medical, Inc. Warrant",$0.0088,-0.0029,-24.786%,"97,737"
5831,JFBRW,Jeffs' Brands Ltd Warrant,$0.0197,UNCH,--,"97,584"
5832,ICUCW,SeaStar Medical Holding Corporation Warrant,$0.0248,0.0001,0.405%,"89,397"
5833,FGIWW,FGI Industries Ltd. Warrant,$0.0399,0.0073,22.393%,"76,614"
5834,SWVLW,Swvl Holdings Corp Warrant,$0.0076,-0.0016,-17.391%,"75,229"
5835,SXTPW,"60 Degrees Pharmaceuticals, Inc. Warrant",$0.0683,0.0063,10.161%,"72,235"
5836,ASBPW,"Aspire Biopharma Holdings, Inc. Warrant",$0.0184,-0.0031,-14.419%,"63,685"
5837,DFSCW,DEFSEC Technologies Inc. Warrant,$0.0306,-0.0001,-0.326%,"61,005"
5838,PIIIW,P3 Health Partners Inc. Warrant,$0.0082,UNCH,--,"59,086"
5839,XOSWW,"Xos, Inc. Warrants",$0.0049,0.0006,13.953%,"55,538"
5840,DRMAW,"Dermata Therapeutics, Inc. Warrant",$0.0195,0.0001,0.515%,"55,289"
5841,SAIHW,SAIHEAT Limited Warrant,$0.0315,0.0002,0.639%,"55,218"
5842,HUBCW,Hub Cyber Security Ltd. Warrant 2/27/28,$0.0233,-0.0019,-7.54%,"50,881"
5843,ABPWW,"Abpro Holdings, Inc. Warrant",$0.0163,0.0043,35.833%,"44,275"
5844,MNTSW,Momentus Inc. Warrant,$0.0236,UNCH,--,"32,973"
5845,CDIOW,Cardio Diagnostics Holdings Inc. Warrant,$0.0169,UNCH,--,"30,860"
5846,ACONW,"Aclarion, Inc. Warrant",$0.035,-0.0001,-0.285%,"29,903"
5847,EDBLW,Edible Garden AG Incorporated Warrant,$0.0577,-0.0133,-18.732%,"29,581"
5848,REVBW,"Revelation Biosciences, Inc. Warrant",$0.0097,0.0006,6.593%,"25,444"
5849,PBMWW,Psyence Biomedical Ltd. Warrant,$0.0212,0.0052,32.50%,"21,670"
5850,SQFTW,"Presidio Property Trust, Inc. Series A Common Stock Purchase Warrants",$0.015,-0.0011,-6.832%,"21,586"
5851,CDTTW,CDT Equity Inc. Warrant,$0.0089,0.0011,14.103%,"20,501"
5852,NVVEW,Nuvve Holding Corp. Warrant,$0.0128,-0.0017,-11.724%,"18,855"
5853,CREVW,Carbon Revolution Public Limited Company Warrant,$0.01,UNCH,--,"18,852"
5854,EZRAW,"Reliance Global Group, Inc. Series A Warrants",$0.001,-0.002,-66.667%,"18,534"
5855,BCTXW,BriaCell Therapeutics Corp. Warrant expiring 2026,$0.0098,0.0009,10.112%,"18,462"
5856,AUUDW,Auddia Inc. Warrants,$0.0059,-0.0015,-20.27%,"18,298"
5857,NIVFW,NewGenIvf Group Limited Warrants,$0.0164,UNCH,--,"16,116"
5858,APLMW,Apollomics Inc. Warrant,$0.0143,UNCH,--,"15,778"
5859,KPLTW,"Katapult Holdings, Inc. Warrant",$0.0032,-0.0001,-3.03%,"14,859"
5860,AREBW,"American Rebel Holdings, Inc. Warrants",$0.0149,-0.0006,-3.871%,"12,678"
5861,MLECW,Moolec Science SA Warrant,$0.0071,-0.0001,-1.389%,"5,155"
5862,CTBB,Qwest Corporation 6.5% Notes due 2056,$19.32,-0.18,-0.923%,19
5863,CTDD,Qwest Corporation 6.75% Notes due 2057,$19.39,-0.32,-1.624%,19
5864,AACB,Artius II Acquisition Inc. Class A Ordinary Shares,$10.33,-0.06,-0.577%,NA
5865,AACBR,Artius II Acquisition Inc. Rights,$0.33,UNCH,--,NA
5866,AACBU,Artius II Acquisition Inc. Units,$10.67,UNCH,--,NA
5867,ABR^D,"Arbor Realty Trust 6.375% Series D Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per Share",$17.4827,-0.0673,-0.383%,NA
5868,ABR^E,Arbor Realty Trust 6.25% Series E Cumulative Redeemable Preferred Stock,$17.65,0.10,0.57%,NA
5869,ABR^F,"Arbor Realty Trust 6.25% Series F Fixed-to-Floating Rate Cumulative Redeemable Preferred Stock, Liquidation Preference $25.00 per share",$22.24,-0.09,-0.403%,NA
5870,ABXL,"Abacus Global Management, Inc. 9.875% Fixed Rate Senior Notes due 2028",$26.16,-0.0499,-0.19%,NA
5871,ACP,abrdn Income Credit Strategies Fund Common Shares,$5.66,0.06,1.071%,NA
5872,ACP^A,abrdn Income Credit Strategies Fund 5.250% Series A Perpetual Preferred Stock,$20.84,0.06,0.289%,NA
5873,ACR^C,ACRES Commercial Realty Corp. 8.625% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock,$24.935,-0.065,-0.26%,NA
5874,ACR^D,ACRES Commercial Realty Corp. 7.875% Series D Cumulative Redeemable Preferred Stock,$22.09,-0.009,-0.041%,NA
5875,ADACU,American Drive Acquisition Company Units,$9.9975,0.0075,0.075%,NA
5876,ADAMG,"Adamas Trust, Inc. 9.125% Senior Notes Due 2030",$25.22,UNCH,--,NA
5877,ADAMH,"Adamas Trust, Inc. 9.875% Senior Notes Due 2030",$25.55,-0.03,-0.117%,NA
5878,ADAMO,"Adamas Trust, Inc. 9.250% Senior Notes Due 2031",$25.11,0.09,0.36%,NA
5879,ADC^A,"Agree Realty Corporation Depositary Shares, each representing 1/1,000th of a 4.250% Series A Cumulative Redeemable Preferred Stock",$17.15,-0.08,-0.464%,NA
5880,ADX,Adams Diversified Equity Fund Inc.,$22.96,-0.21,-0.906%,NA
5881,AEAQ,Activate Energy Acquisition Corp. Class A Ordinary Share,$9.91,-0.01,-0.101%,NA
5882,AEAQU,Activate Energy Acquisition Corp. Unit,$10.05,UNCH,--,NA
5883,AEAQW,Activate Energy Acquisition Corp. Warrant,$0.27,0.0199,7.957%,NA
5884,AEFC,Aegon Funding Company LLC 5.10% Subordinated Notes due 2049,$20.04,-0.06,-0.299%,NA
5885,AEXA,American Exceptionalism Acquisition Corp. A Class A Ordinary Shares,$11.45,-0.28,-2.387%,NA
5886,AFB,AllianceBernstein National Municipal Income Fund Inc,$11.03,0.02,0.182%,NA
5887,AFJK,"Aimei Health Technology Co., Ltd Ordinary Share",$49.70,-4.32,-7.997%,NA
5888,AFJKR,"Aimei Health Technology Co., Ltd Right",$0.40,-0.0089,-2.177%,NA
5889,AFJKU,"Aimei Health Technology Co., Ltd Unit",$67.24,UNCH,--,NA
5890,AGD,abrdn Global Dynamic Dividend Fund Common Shares of Beneficial Interest,$12.36,-0.05,-0.403%,NA
5891,AGM^D,"Federal Agricultural Mortgage Corporation 5.700% Non-Cumulative Preferred Stock, Series D",$21.55,0.05,0.233%,NA
5892,AGM^E,"Federal Agricultural Mortgage Corporation 5.750% Non-Cumulative Preferred Stock, Series E",$21.65,UNCH,--,NA
5893,AGM^F,"Federal Agricultural Mortgage Corporation 5.250% Non-Cumulative Preferred Stock, Series F",$19.68,0.1799,0.923%,NA
5894,AGM^G,"Federal Agricultural Mortgage Corporation 4.875% Non-Cumulative Preferred Stock, Series G",$18.21,-0.06,-0.328%,NA
5895,AGM^H,"Federal Agricultural Mortgage Corporation 6.500% Non-Cumulative Preferred Stock, Series H",$24.8899,0.0399,0.161%,NA
5896,AHH^A,"Armada Hoffler Properties, Inc. 6.75% Series A Cumulative Redeemable Perpetual Preferred Stock",$21.21,-0.15,-0.702%,NA
5897,AHL^D,Aspen Insurance Holdings Limited 5.625% Perpetual Non-Cumulative Preference Shares,$19.831,0.031,0.157%,NA
5898,AHL^E,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1000th interest in a share of 5.625% Perpetual Non-Cumulative Preference Shares",$19.76,0.11,0.56%,NA
5899,AHL^F,"Aspen Insurance Holdings Limited Depositary Shares, each representing a 1/1,000th Interest in a 7.00% Perpetual Non-Cumulative Preference Share",$24.35,-0.30,-1.217%,NA
5900,AHT^D,Ashford Hospitality Trust Inc 8.45% Series D Cumulative Preferred Stock,$13.09,-0.04,-0.305%,NA
5901,AHT^F,Ashford Hospitality Trust Inc 7.375% Series F Cumulative Preferred Stock,$11.08,0.18,1.651%,NA
5902,AHT^G,Ashford Hospitality Trust Inc 7.375% Series G Cumulative Preferred Stock,$11.05,-0.14,-1.251%,NA
5903,AHT^H,Ashford Hospitality Trust Inc 7.50% Series H Cumulative Preferred Stock,$11.02,-0.05,-0.452%,NA
5904,AHT^I,Ashford Hospitality Trust Inc 7.50% Series I Cumulative Preferred Stock,$11.14,-0.25,-2.195%,NA
5905,AIIA,AI Infrastructure Acquisition Corp. Class A Ordinary Shares,$10.00,UNCH,--,NA
5906,AKO/A,Embotelladora Andina S.A.,$26.96,UNCH,--,NA
5907,AKO/B,Embotelladora Andina S.A.,$33.335,0.185,0.558%,NA
5908,ALB^A,Albemarle Corporation Depositary Shares each representing a 1/20th of 7.25% Series A Mandatory Convertible Preferred Stock,$68.80,-1.09,-1.56%,NA
5909,ALCY,Alchemy Investments Acquisition Corp 1 Class A Ordinary Shares,$11.73,0.03,0.256%,NA
5910,ALDF,Aldel Financial II Inc. Class A Ordinary Shares,$10.58,-0.01,-0.094%,NA
5911,ALDFU,Aldel Financial II Inc. Units,$10.76,-0.06,-0.555%,NA
5912,ALDFW,Aldel Financial II Inc. Warrants,$0.53,-0.06,-10.169%,NA
5913,ALF,Centurion Acquisition Corp. Class A Ordinary Shares,$10.70,UNCH,--,NA
5914,ALFUW,Centurion Acquisition Corp. Warrant,$0.2269,-0.0008,-0.351%,NA
5915,ALIS,Calisa Acquisition Corp Ordinary shares,$10.00,UNCH,--,NA
5916,ALISR,Calisa Acquisition Corp Right,$0.60,UNCH,--,NA
5917,ALL^B,Allstate Corporation (The) 5.100% Fixed-to-Floating Rate Subordinated Debentures due 2053,$26.1421,-0.0071,-0.027%,NA
5918,ALL^H,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series H",$21.43,-0.03,-0.14%,NA
5919,ALL^I,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series I",$19.585,-0.0449,-0.229%,NA
5920,ALL^J,"Allstate Corporation (The) Depositary Shares each representing a 1/1,000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock, Series J",$26.63,-0.09,-0.337%,NA
5921,ALOVU,"Aldabra 4 Liquidity Opportunity Vehicle, Inc. Units",$10.00,-0.01,-0.10%,NA
5922,ALTG^A,Alta Equipment Group Inc. Depositary Shares (each representing 1/1000th in a share of 10% Series A Cumulative Perpetual Preferred Stock),$25.11,0.05,0.20%,NA
5923,ALUB,Alussa Energy Acquisition Corp. II Class A Ordinary Shares,$10.06,UNCH,--,NA
5924,AMH^G,American Homes 4 Rent Series G cumulative redeemable perpetual preferred shares of beneficial interest,$22.95,0.04,0.175%,NA
5925,AMH^H,American Homes 4 Rent Series H cumulative redeemable perpetual Preferred Shares of Beneficial Interest,$23.81,-0.19,-0.792%,NA
5926,ANG^D,"American National Group Inc. Depositary Shares, each representing a 1/1000th interest in a share of 7.375% Fixed-Rate Non-Cumulative Preferred Stock, Series D",$25.00,-0.06,-0.239%,NA
5927,ANSC,Agriculture & Natural Solutions Acquisition Corporation Class A Ordinary Shares,$11.23,0.01,0.089%,NA
5928,ANSCU,Agriculture & Natural Solutions Acquisition Corporation Unit,$11.10,UNCH,--,NA
5929,ANSCW,Agriculture & Natural Solutions Acquisition Corporation Warrant,$0.32,-0.01,-3.03%,NA
5930,AOD,abrdn Total Dynamic Dividend Fund Common Shares of Beneficial Interest,$9.98,0.02,0.201%,NA
5931,AOMD,"Angel Oak Mortgage REIT, Inc. 9.750% Senior Notes due 2030",$25.62,0.005,0.02%,NA
5932,AOMN,"Angel Oak Mortgage REIT, Inc. 9.500% Senior Notes due 2029",$25.34,-0.0807,-0.317%,NA
5933,APAC,StoneBridge Acquisition II Corporation Class A Ordinary Shares,$10.06,UNCH,--,NA
5934,APACR,StoneBridge Acquisition II Corporation Rights,$0.1443,-0.0157,-9.813%,NA
5935,APACU,StoneBridge Acquisition II Corporation Units,$10.175,-0.065,-0.635%,NA
5936,APAD,A Paradise Acquisition Corp. Class A Ordinary Shares,$10.08,-0.01,-0.099%,NA
5937,APADR,A Paradise Acquisition Corp. Rights,$0.28,0.03,12.00%,NA
5938,APO^A,"Apollo Global Management, Inc. 6.75% Series A Mandatory Convertible Preferred Stock",$68.85,3.55,5.436%,NA
5939,APXT,Apex Treasury Corporation Class A Ordinary Share,$9.99,UNCH,--,NA
5940,APXTU,Apex Treasury Corporation Units,$10.10,UNCH,--,NA
5941,APXTW,Apex Treasury Corporation Warrants,$0.2799,-0.0001,-0.036%,NA
5942,ARCIU,Archimedes Tech SPAC Partners III Co. Units,$10.10,UNCH,--,NA
5943,ARES^B,Ares Management Corporation 6.75% Series B Mandatory Convertible Preferred Stock,$44.45,1.65,3.855%,NA
5944,ARR^C,"ARMOUR Residential REIT, Inc. 7% Series C Cumulative Redeemable Preferred Stock (liquidation preference $25.00 per share)",$21.0001,-0.0099,-0.047%,NA
5945,ARTCU,Art Technology Acquisition Corp. Units,$9.995,-0.005,-0.05%,NA
5946,ASB^E,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of 5.875% Non-Cumulative Perpetual Preferred Stock, Series E",$21.45,UNCH,--,NA
5947,ASB^F,"Associated Banc-Corp Depositary Shares, each representing a 1/40th interest in a share of Associated Banc-Corp 5.625% Non-Cumulative Perpetual Preferred Stock, Series F",$20.8379,-0.1121,-0.535%,NA
5948,ASG,"Liberty All-Star Growth Fund, Inc.",$5.13,-0.06,-1.156%,NA
5949,ASGI,abrdn Global Infrastructure Income Fund Common Shares of Beneficial Interest,$23.30,0.40,1.747%,NA
5950,ASPC,A SPAC III Acquisition Corp. Class A Ordinary Shares,$13.11,-1.47,-10.082%,NA
5951,ASPCR,A SPAC III Acquisition Corp. Right,$0.20,UNCH,--,NA
5952,ASPCU,A SPAC III Acquisition Corp. Unit,$13.50,0.20,1.504%,NA
5953,ATH^A,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 6.35% Fixed-to-Floating Rate Perpetual Non-Cumulative Preference Share, Series A",$24.46,-0.18,-0.731%,NA
5954,ATH^B,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 5.625% Fixed Rate Perpetual Non- Cumulative Preference Share, Series B, par value $1.00 per share",$19.76,0.01,0.051%,NA
5955,ATH^D,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 4.875% Fixed-Rate Perpetual Non-Cumulative Preference Share, Series D",$16.73,-0.06,-0.357%,NA
5956,ATH^E,"Athene Holding Ltd. Depositary Shares, Each Representing a 1/1,000th Interest in a 7.750% Fixed-Rate Reset Perpetual Non-Cumulative Preference Share, Series E",$25.92,0.01,0.039%,NA
5957,ATII,Archimedes Tech SPAC Partners II Co. Ordinary Shares,$10.60,-0.04,-0.376%,NA
5958,ATIIW,Archimedes Tech SPAC Partners II Co. Warrant,$0.65,-0.02,-2.985%,NA
5959,AUB^A,"Atlantic Union Bankshares Corporation Depositary Shares each representing a 1/400th ownership interest in a share of 6.875% Perpetual Non-Cumulative Preferred Stock, Series A",$24.85,-0.0115,-0.046%,NA
5960,AVK,Advent Convertible and Income Fund,$12.62,-0.10,-0.786%,NA
5961,AWF,Alliancebernstein Global High Income Fund,$10.67,-0.02,-0.187%,NA
5962,AWP,abrdn Global Premier Properties Fund Common Shares of Beneficial Interest,$3.96,0.06,1.538%,NA
5963,AXIA^,AXIA Energia AXIA Energia American Depositary Shares (Each representing one Preferred Class B1 Share),$11.26,-0.34,-2.931%,NA
5964,AXIA^C,"AXIA Energia American Depositary Shares, each representing one Preferred Class C Share",$10.23,-0.28,-2.664%,NA
5965,AXIN,Axiom Intelligence Acquisition Corp 1 Class A Ordinary Shares,$10.12,UNCH,--,NA
5966,AXINR,Axiom Intelligence Acquisition Corp 1 Right,$0.19,UNCH,--,NA
5967,AXS^E,"Axis Capital Holdings Limited Depositary Shares, each representing 1/100th interest in a share of a 5.50% Series E Preferred Shares",$20.22,-0.03,-0.148%,NA
5968,BA^A,"Boeing Company (The) Depositary Shares, each representing a 1/20th interest in a share of 6.00% Series A Mandatory Convertible Preferred Stock, par value $1.00",$75.06,0.59,0.792%,NA
5969,BAC^B,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 6.000% Non-Cumulative Preferred Stock, Series GG",$25.0999,0.0099,0.039%,NA
5970,BAC^E,Bank of America Corporation Depositary Sh repstg 1/1000th Perp Pfd Ser E,$19.865,-0.1015,-0.508%,NA
5971,BAC^K,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.875% Non- Cumulative Preferred Stock, Series HH",$24.96,-0.04,-0.16%,NA
5972,BAC^L,Bank of America Corporation Non Cumulative Perpetual Conv Pfd Ser L,"$1,257.19",7.74,0.619%,NA
5973,BAC^M,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 5.375% Non-Cumulative Preferred Stock, Series KK",$22.59,-0.10,-0.441%,NA
5974,BAC^N,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 5.000% Non-Cumulative Preferred Stock, Series LL",$21.10,-0.05,-0.236%,NA
5975,BAC^O,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.375% Non-Cumulative Preferred Stock, Series NN",$18.08,-0.05,-0.276%,NA
5976,BAC^P,"Bank of America Corporation Depositary Shares, each representing a 1/1,000th interest in a share of 4.125% Non-Cumulative Preferred Stock, Series PP",$17.16,-0.03,-0.175%,NA
5977,BAC^Q,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.250% Non-Cumulative Preferred Stock, Series QQ",$17.57,UNCH,--,NA
5978,BAC^S,"Bank of America Corporation Depositary shares, each representing 1/1,000th interest in a share of 4.750% Non-Cumulative Preferred Stock, Series SS",$19.66,-0.10,-0.506%,NA
5979,BACC,Blue Acquisition Corp. Class A Ordinary Shares,$10.25,UNCH,--,NA
5980,BACCR,Blue Acquisition Corp. Right,$0.29,0.0099,3.534%,NA
5981,BACCU,Blue Acquisition Corp. Unit,$10.46,-0.07,-0.665%,NA
5982,BACQ,Inflection Point Acquisition Corp. IV Class A Ordinary Shares,$10.55,-0.02,-0.189%,NA
5983,BACQR,Inflection Point Acquisition Corp. IV Right,$0.75,0.02,2.74%,NA
5984,BANC^F,"Banc of California, Inc. Depositary Shares, each representing a 1/40th interest in a share of 7.75% non-cumulative perpetual preferred stock, Series F",$25.28,0.05,0.198%,NA
5985,BANXR,ArrowMark Financial Corp. Right,$0.11,-0.025,-18.519%,NA
5986,BAYA,Bayview Acquisition Corp Ordinary Shares,$11.8743,0.0243,0.205%,NA
5987,BBCQ,Bleichroeder Acquisition Corp. II Class A Ordinary Shares,$10.05,0.12,1.208%,NA
5988,BBCQU,Bleichroeder Acquisition Corp. II Units,$10.14,-0.01,-0.099%,NA
5989,BBCQW,Bleichroeder Acquisition Corp. II Warrants,$0.50,0.06,13.636%,NA
5990,BBN,BlackRock Taxable Municipal Bond Trust Common Shares of Beneficial Interest,$16.19,-0.03,-0.185%,NA
5991,BC^C,Brunswick Corporation 6.375% Notes due 2049,$24.8999,0.0895,0.361%,NA
5992,BCAR,D. Boral ARC Acquisition I Corp. Class A Ordinary Shares,$10.15,-0.01,-0.098%,NA
5993,BCARU,D. Boral ARC Acquisition I Corp. Units,$10.97,-0.35,-3.092%,NA
5994,BCARW,D. Boral ARC Acquisition I Corp. Warrant,$0.895,-0.005,-0.556%,NA
5995,BCSS,Bain Capital GSS Investment Corp. Class A Ordinary Shares,$10.16,UNCH,--,NA
5996,BCV,"Bancroft Fund, Ltd.",$23.40,-0.205,-0.868%,NA
5997,BCV^A,Bancroft Fund Limited 5.375% Series A Cumulative Preferred Shares,$21.68,-0.08,-0.368%,NA
5998,BDCI,BTC Development Corp. Class A Ordinary Shares,$10.12,0.01,0.099%,NA
5999,BDCIU,BTC Development Corp. Unit,$10.30,0.12,1.179%,NA
6000,BDCIW,BTC Development Corp. Warrant,$0.6757,UNCH,--,NA
6001,BEAG,Bold Eagle Acquisition Corp. Class A Ordinary Shares,$10.55,-0.05,-0.472%,NA
6002,BEAGR,Bold Eagle Acquisition Corp. Right,$0.32,-0.01,-3.03%,NA
